Title,Author,genres
Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,20th Century; American; Classics; Fiction; Historical; Historical Fiction; Literary Fiction; Literature; Novels; The United States Of America
Vineland,Thomas Pynchon,20th Century; American; Classics; Contemporary; Fiction; Humor; Literary Fiction; Literature; Novels; The United States Of America
Gravity's Rainbow,Thomas Pynchon,American; Classics; Fiction; Historical; Historical Fiction; Literary Fiction; Literature; Novels; Science Fiction; Unfinished; War
Slow Learner: Early Stories,Thomas Pynchon,20th Century; American; Anthologies; Classics; Collections; Contemporary; Fiction; Literature; Novels; Short Stories; The United States Of America
Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,20th Century; American; Classics; Counter Culture; Cultural; Fiction; Humor; Literary Fiction; Literature; Novels; The United States Of America
The Year of Magical Thinking,Joan Didion,American; Audiobook; Autobiography; Biography; Biography Memoir; Death; Essays; Literature; Memoir; Nonfiction; Psychology; Writing
The White Album,Joan Didion,20th Century; American; Autobiography; Biography; Classics; Essays; History; Journalism; Literature; Memoir; Nonfiction; Womens; Writing
A Book of Common Prayer,Joan Didion,20th Century; Adult Fiction; American; Contemporary; Fiction; Literary Fiction; Literature; Novels; Politics; Womens
Where I Was From,Joan Didion,American; American History; Autobiography; Biography; Biography Memoir; Essays; History; Literature; Memoir; Nonfiction; North American Hi...; The United States Of America; Writing
Slouching Towards Bethlehem,Joan Didion,20th Century; American; Autobiography; Biography; Classics; Essays; History; Journalism; Literature; Memoir; Nonfiction; Short Stories; Writing
Democracy,Joan Didion,20th Century; American; Americana; Contemporary; Fiction; Historical; Historical Fiction; Literary Fiction; Literature; Novels; Politics
We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,American; Autobiography; Biography; Classics; Essays; History; Journalism; Literature; Memoir; Nonfiction; Politics; Short Stories; Writing
Play It As It Lays,Joan Didion/David Thomson,20th Century; American; Classics; Contemporary; Feminism; Fiction; Literary Fiction; Literature; Novels; Womens
The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,American; Classics; Contemporary; Crime; Fiction; Literature; Mystery; New York; Novels; The United States Of America
City of Glass (The New York Trilogy  #1),Paul Auster,20th Century; American; Classics; Contemporary; Crime; Fiction; Literary Fiction; Literature; Mystery; Novels
Ghosts (The New York Trilogy  #2),Paul Auster,20th Century; American; Contemporary; Crime; Fiction; Literary Fiction; Literature; Mystery; Novels; The United States Of America
The Locked Room (The New York Trilogy  #3),Paul Auster,20th Century; American; Contemporary; Fiction; Literary Fiction; Literature; Mystery; New York; Novels; The United States Of America
Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,Conspiracy Theories; Nonfiction; Pseudoscience
The Brooklyn Follies,Paul Auster,21st Century; American; Americana; Contemporary; Fiction; Literary Fiction; Literature; New York; Novels; The United States Of America
Moon Palace,Paul Auster,20th Century; Academic; American; Classics; Contemporary; Fiction; Literature; Novels; Roman; School; The United States Of America
The Music of Chance,Paul Auster,20th Century; American; Classics; Contemporary; Fiction; Literary Fiction; Literature; Novels; Roman; The United States Of America
Travels in the Scriptorium,Paul Auster,21st Century; American; Audiobook; Contemporary; Fiction; Literary Fiction; Literature; Mystery; Novels; The United States Of America
Leviathan,Paul Auster,20th Century; American; Contemporary; Fiction; Literary Fiction; Literature; Mystery; Novels; Roman; The United States Of America
The Red Notebook: True Stories,Paul Auster,American; Autobiography; Biography; Contemporary; Essays; Literature; Memoir; Nonfiction; Short Stories; The United States Of America; Writing
Timbuktu / Leviathan / Moon Palace,Paul Auster,
Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,Anthropology; Culture; Economics; Environment; History; Nonfiction; Politics; Science; Social Science; Society; Sociology
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,Business; Economics; Environment; Finance; Nonfiction; Peak Oil; Politics
Collapse of Complex Societies,Joseph A. Tainter,Anthropology; Archaeology; Culture; Economics; History; Nonfiction; Philosophy; Politics; Science; Society; Sociology
Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,Cultural; Culture; History; Nonfiction; Philosophy; Political Science; Politics; Psychology; Social Science; Society; Sociology
The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,Law; Nonfiction; Politics
Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,Anthologies; Autobiography; Essays; Feminism; Literature; Memoir; Nonfiction; Poetry; Race; Short Stories; Social Justice; Social Movements; Writing
My Inventions,Nikola Tesla,Autobiography; Biography; Biography Memoir; Classics; History; Memoir; Nonfiction; Physics; Science; Technology
Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,Audiobook; Biography; Biography Memoir; Business; Historical; History; Nonfiction; Physics; Science; Technology
Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,Biography; History; Nonfiction; Science
Tesla Papers,Nikola Tesla/David Hatcher Childress,Biography; History; Nonfiction; Science; Technology
Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,Anthologies; Baseball; Category Romance; Contemporary; Contemporary Romance; Fiction; Harlequin; Harlequin Blaze; Romance; Sports; Sports Romance
Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,Coding; Computer Science; Computers; Engineering; Nonfiction; Programming; Reference; Science; Software; Technical; Technology
Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,Nonfiction; Reference
Lord of the Flies,William Golding,Academic; Adventure; Classics; Dystopia; Fiction; High School; Literature; Novels; Read For School; School; Science Fiction; Young Adult
A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,Ancient; Ancient History; Classics; Cultural; Greece; History; Literature; Military; Military Fiction; Military History; Nonfiction; War; World History
We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,
The Lovely Bones,Alice Sebold,Adult; Adult Fiction; Contemporary; Crime; Drama; Fantasy; Fiction; Mystery; Thriller; Young Adult
The Lovely Bones,Alice Sebold,Adult; Adult Fiction; Contemporary; Crime; Drama; Fantasy; Fiction; Mystery; Thriller; Young Adult
Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,American; Archaeology; Cozy Mystery; Crime; Fiction; History; Humor; Mystery; Mystery Thriller; Southern; Suspense; Thriller
The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,Computer Science; Computers; Design; Internet; Nonfiction; Programming; Reference; Science; Technology; Web; Website Design
HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,Computer Science; Computers; Design; Internet; Nonfiction; Programming; Reference; Science; Technology; Textbooks; Web; Website Design
1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,Anthologies; Art; Art Design; Collections; Culture; Design; History; Music; Nonfiction; Photography; Pop Culture; Reference
Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,Autobiography; Biography; Biography Memoir; Cultural; Culture; Essays; Humor; Memoir; Music; Nonfiction; Pop Culture; Travel; Writing
Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,Autobiography; Comedy; Contemporary; Cultural; Culture; Essays; Humor; Memoir; Music; Nonfiction; Pop Culture; Sociology; Writing
Vice (V  #8),Jane Feather,Fiction; Georgian; Historical; Historical Romance; Regency; Romance
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,Classics; Fiction; Literature; Philosophy; Psychology; Religion; Self Help; Spirituality; Travel; Unfinished
Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,Adventure; Childrens; Fairy Tales; Fantasy; Fiction; Fractured Fairy Tales; Humor; Picture Books; Princesses; Storytime
Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,Art; Buddhism; Classics; Criticism; Literary Criticism; Motorcycle; Philosophy; Religion; Spirituality; Transport; Travel; Zen
Motorcycle Basics Techbook,John Harold Haynes,Motorcycling; Reference; Sports
LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,Art; Art Design; Design; Nonfiction; Reference
The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,19th Century; Classic Literature; Classics; Cultural; Fiction; Literature; Novels; Philosophy; Russia; Russian Literature; Short Stories
War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,19th Century; Classics; Cultural; Fiction; Historical; Historical Fiction; Literature; Novels; Russia; Russian Literature; War
The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,Christian; Christianity; Classics; Cultural; Literature; Nonfiction; Philosophy; Religion; Russia; Russian Literature; Spirituality; Theology
Atlas Shrugged,Ayn Rand/Leonard Peikoff,Business; Classics; Dystopia; Economics; Fiction; Literature; Novels; Philosophy; Politics; Science Fiction
For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,Business; Classics; Economics; Essays; History; Literature; Nonfiction; Philosophy; Politics; Psychology; Writing
The Fountainhead,Ayn Rand,American; Architecture; Classic Literature; Classics; Fiction; Literary Fiction; Literature; Novels; Philosophy; Politics
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,Classics; Contemporary; Economics; Essays; History; Modern; Nonfiction; Philosophy; Politics; Psychology; Writing
Anthem,Ayn Rand,Academic; Classics; Dystopia; Fiction; Literature; Novels; Philosophy; Politics; Read For School; School; Science Fiction
We the Living,Ayn Rand/Leonard Peikoff,Classics; Cultural; Dystopia; Fiction; Historical; Historical Fiction; Literature; Novels; Philosophy; Politics; Russia; Science Fiction
Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,Business; Classics; Economics; Essays; Finance; History; Nonfiction; Philosophy; Politics; Science; Writing
Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,Autobiography; Biography; History; Nonfiction; Philosophy; Psychology
Sailing for Dummies,J.J. Isler/Peter Isler,Amazon; Business; How To; Nonfiction; Reference; Sports
Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,Ancient History; Cultural; Historical; History; Islam; Medieval; Medieval History; Nonfiction; Religion; Russia; Travel
Sailing Alone Around the Room: New and Selected Poems,Billy Collins,Academic; Adult; American; Classics; Contemporary; Humor; Literary Fiction; Literature; Nonfiction; Poetry; School
The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,Nonfiction
"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,Fitness; Food; Food and Drink; Health; History; Medical; Medicine; Nonfiction; Nutrition; Reference; Self Help; Sports
The Natural,Bernard Malamud/Kevin Baker,Academic; American; Baseball; Classics; Fiction; Historical; Historical Fiction; Literary Fiction; Literature; Novels; Read For School; Sports
Digging to America,Anne Tyler,Adoption; Adult; Adult Fiction; Audiobook; Book Club; Contemporary; Family; Fiction; Literary Fiction; Novels; Parenting
Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,Academic; American; College; Education; History; Language; Literature; Nonfiction; Philosophy; Reference; Sociology; Textbooks; Writing
Modern Latin America,Thomas E. Skidmore/Peter H. Smith,Academic; American; Cultural; History; Latin American; Literature; Modern; Nonfiction; Politics; School; Science; Textbooks; World History
The Plot Against America,Philip Roth,Alternate History; American; Fiction; Historical; Historical Fiction; Jewish; Literary Fiction; Literature; Novels; Politics; Science Fiction
Naked Pictures of Famous People,Jon   Stewart,Anthologies; Autobiography; Collections; Comedy; Essays; History; Humor; Memoir; Nonfiction; Politics; Religion; Short Stories; Writing
Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,Classics; Cultural; European Literature; Fantasy; Fiction; Latin American; Latin American Literature; Literary Fiction; Literature; Magical Realism; Short Stories; Spanish Literature
Crónica de una muerte anunciada,Gabriel García Márquez,Academic; Classics; Cultural; European Literature; Fiction; Latin American; Latin American Literature; Literary Fiction; Literature; Magical Realism; Novels; School; Spanish Literature
Cien años de soledad,Gabriel García Márquez,Classics; Cultural; European Literature; Fantasy; Fiction; Historical; Historical Fiction; Latin American; Literary Fiction; Literature; Magical Realism; Novels; Spanish Literature
Del amor y otros demonios,Gabriel García Márquez,Classics; Cultural; European Literature; Fiction; Historical; Historical Fiction; Latin American; Latin American Literature; Literature; Magical Realism; Novels; Romance; Spanish Literature
Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,Autobiography; Biography; Biography Memoir; Classics; Cultural; European Literature; Latin American; Literature; Memoir; Nobel Prize; Nonfiction; Spanish Literature
Memoria de mis putas tristes,Gabriel García Márquez,Classics; Cultural; European Literature; Fiction; Latin American; Latin American Literature; Literature; Magical Realism; Nobel Prize; Novels; Romance; Spanish Literature
The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,Astronomy; Audiobook; Mathematics; Nonfiction; Philosophy; Physics; Popular Science; Science; Space; Unfinished
Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,Buddhism; Religion
